experience_level,employment_type,position,salary_in_usd,remote_ratio,company_size,pais_empleado,pais_empleador
EN,FT,Data Engineer,48000,100,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,234000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,146000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,179000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,112000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,130100,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,75000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,166500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,104000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,73100,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,98000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,73000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,247500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,172200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,183540,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,132000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,240000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,133000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,273500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,182500,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,92280,0,M,Europe,Europe
EN,FT,Data Analyst,67672,0,M,Europe,Europe
SE,FT,Software Engineer,240960,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,176000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,150000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,130000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,123040,0,M,Europe,Europe
SE,FT,Data Analyst,92280,0,M,Europe,Europe
EN,FT,Data Scientist,162240,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,47840,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,162240,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,47840,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,296980,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,123740,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,247250,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,160000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,91875,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,55125,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,146000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,200000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,115000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,370000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,72000,100,M,Asia,Asia
MI,FT,Software Engineer,48000,100,M,Asia,Asia
MI,FT,Software Engineer,185000,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,79600,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,125000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,250000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,175000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,260000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,235000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,175000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,185000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,128000,100,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,350000,100,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,268000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,222200,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,180000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,115000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,100000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,80000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,234485,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,112655,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,234000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,146000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,199700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,70800,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,179000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,112000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,99900,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,83000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,158000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,90300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,266500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,70000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,60000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,187200,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140400,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,156400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,190900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,109100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,98500,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,195200,0,L,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,100400,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,125000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,100000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,75065,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,41419,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,181700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,64300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,185900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,129300,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,85000,100,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,80000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,120000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,52100,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,219000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,152000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204500,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,142200,100,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,158000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,90300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,170000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,130000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,175000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,130000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,222200,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,225000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,180000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,260000,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,152375,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,94000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,82000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,77000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,196000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,94000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,264846,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,143060,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,203000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,89030,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,64781,0,M,Europe,Europe
SE,FT,Data Scientist,41027,0,M,Europe,Europe
EN,FT,Data Analyst,160800,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,92700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,62000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,51000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,137500,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,128167,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,85445,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,73824,0,M,Europe,Europe
SE,FT,Software Engineer,49216,0,M,Europe,Europe
EN,FT,Data Analyst,65000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,50000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,154800,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,76300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,240000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,55368,0,M,Europe,Europe
MI,FT,Data Scientist,49216,0,M,Europe,Europe
SE,FT,Data Engineer,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,70000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,240000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,190000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,150000,100,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,465000,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,385000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,240000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,200000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,116300,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,84600,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,129700,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,86500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,120000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,73824,0,M,Europe,Europe
EN,FT,Data Analyst,61520,0,M,Europe,Europe
SE,FT,Software Engineer,225300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,197400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,212000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,93300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,140130,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,84870,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,55368,0,M,Europe,Europe
MI,FT,Software Engineer,30760,0,M,Europe,Europe
SE,FT,Data Engineer,266000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,152000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,224000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,165000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,255000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,169000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,169000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,91000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,197500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,136500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,248100,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,145900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,185100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,133300,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,95000,0,M,Asia,Asia
MI,FT,Data Analyst,70000,0,M,Asia,Asia
MI,FT,Data Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,115000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,79976,0,M,Europe,Europe
EN,FT,Data Analyst,67672,0,M,Europe,Europe
MI,FT,Engineer,95012,50,L,Europe,Europe
SE,FT,Data Engineer,186000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,81800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,212000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,93300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,130000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,100000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,224400,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,138700,0,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,210000,100,M,NorthAmerica,NorthAmerica
EX,FT,Data Engineer,168000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,224400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,138700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,43064,0,M,Europe,Europe
MI,FT,Data Scientist,36912,0,M,Europe,Europe
EN,FT,Data Analyst,95000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,75000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,300000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,234000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,140000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,120000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,204500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,142200,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,155000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,110000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,266500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,222200,0,L,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,136000,0,L,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,273400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,182200,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,167500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,106500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,185900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,129300,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,185000,0,L,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,79600,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,122000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,94500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,247300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,139700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,176000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,100000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,204500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,142200,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,247600,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,127300,0,L,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,223400,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,186200,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,167500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,106500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,185900,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,129300,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,72000,100,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,64000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,179820,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,143860,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,283050,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,188700,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,133000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,58400,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,141298,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,115607,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,100000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,75000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,266500,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,144400,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,71363,0,M,Europe,Europe
SE,FT,Data Engineer,55368,0,M,Europe,Europe
SE,FT,Data Scientist,287500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,156000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,90000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Analyst,70000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,199000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,162000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,170884,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,113923,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,184000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,123000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,235750,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,174250,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,165000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,118800,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,225000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,150000,100,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,213900,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,116800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,220000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,100000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,247500,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,172200,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,155000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,120000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,226700,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,133300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,184000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,123000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,117000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,160000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,140000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,73000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,185900,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,129300,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,130000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,104000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,143000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,116000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,165000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,118800,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,220000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,180000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,184000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,123000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,215000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,200000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,253000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,131000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,176000,0,M,NorthAmerica,NorthAmerica
EN,FT,Engineer,49216,100,M,Europe,Europe
EN,FT,Engineer,36912,100,M,Europe,Europe
SE,FT,Data Scientist,210000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,147000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,186000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,161000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,205000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,220000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,190000,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,205000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,152000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,137000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Analyst,110000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,172000,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,146000,100,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,148000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,99000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,130000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Analyst,105000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,99000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,52500,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,180514,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,108308,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,210000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,147000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,290300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,196685,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,220000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,176000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,175000,0,M,NorthAmerica,NorthAmerica
MI,FT,Software Engineer,130000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,185000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,150000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,145000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,115000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,133000,0,M,NorthAmerica,NorthAmerica
EN,FT,Software Engineer,58300,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,115000,0,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,95000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Engineer,110244,0,M,Europe,Europe
MI,FT,Data Engineer,39372,0,M,Europe,Europe
EN,FT,Data Scientist,43187,0,M,Europe,Europe
EN,FT,Data Scientist,31310,0,M,Europe,Europe
EN,FT,Data Analyst,92280,0,M,Europe,Europe
EN,FT,Data Analyst,67672,0,M,Europe,Europe
EN,FT,Data Analyst,92280,0,M,Europe,Europe
EN,FT,Data Analyst,67672,0,M,Europe,Europe
SE,FT,Data Scientist,75577,50,L,Europe,Europe
SE,FT,Software Engineer,303387,100,M,NorthAmerica,NorthAmerica
SE,FT,Software Engineer,100017,100,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,230300,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,140000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,124935,0,M,Africa,Africa
SE,FT,Data Engineer,76050,0,M,Africa,Africa
SE,FT,Data Scientist,224800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,131100,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,258000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Scientist,171000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,196000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,121000,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,195800,0,M,NorthAmerica,NorthAmerica
SE,FT,Data Engineer,171500,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,166000,0,M,NorthAmerica,NorthAmerica
MI,FT,Engineer,73100,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,220000,0,M,NorthAmerica,NorthAmerica
MI,FT,Data Scientist,160000,0,M,NorthAmerica,NorthAmerica
EN,FT,Data Scientist,85000,0,M,NorthAmerica,NorthAmerica
